pickup_address,delivery_address,order_value,payment_method,weather_condition,phone_number,failed
"Central Warehouse, Kathmandu","Ward 6, Durbar Square, Bhaktapur",2688.23,COD,rainy,9889901109,1
"Central Warehouse, Kathmandu","Ward 13, Baneshwor, Kathmandu",2709.68,COD,extreme,9811792844,1
"Central Warehouse, Kathmandu","Ward 20, Baneshwor, Kathmandu",3719.24,cod,clear,9810565324,0
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",4683.97,COD,normal,9847679237,0
"Central Warehouse, Kathmandu","Ward 8, Jawalakhel, Lalitpur",3554.82,online,extreme,9825117686,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3549.85,cod,rainy,9819591508,1
"Central Warehouse, Kathmandu","Ward 18, Thamel, Kathmandu",260.65,cod,normal,9887637112,0
"Central Warehouse, Kathmandu","Ward 32, Thamel, Kathmandu",1372.69,prepaid,extreme,9859084360,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1572.82,COD,normal,9843019971,0
"Central Warehouse, Kathmandu","Ward 26, Thamel, Kathmandu",3026.88,COD,extreme,9864804646,1
"Central Warehouse, Kathmandu","Ward 25, Jawalakhel, Lalitpur",2567.36,prepaid,foggy,9829088984,1
"Central Warehouse, Kathmandu","Ward 16, Thamel, Kathmandu",2913.96,online,rainy,9892226295,1
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",1758.21,COD,rainy,9881488385,1
"Central Warehouse, Kathmandu","Ward 13, Patan Durbar Square, Lalitpur",3054.78,COD,normal,9835730811,0
"Central Warehouse, Kathmandu","Ward 16, Baneshwor, Kathmandu",3871.32,online,extreme,9831492837,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2735.93,COD,normal,9863321230,1
"Central Warehouse, Kathmandu","Ward 1, Main Road, Biratnagar",3919.05,prepaid,rainy,9898908158,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2755.42,COD,normal,9817349122,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2611.97,cod,extreme,9896683021,1
"Central Warehouse, Kathmandu","Ward 24, Thamel, Kathmandu",4425.57,prepaid,foggy,9810787680,0
"Central Warehouse, Kathmandu","Ward 13, Durbar Square, Bhaktapur",1795.19,cod,foggy,9846165652,0
"Central Warehouse, Kathmandu","Ward 24, Baneshwor, Kathmandu",3226.13,cod,extreme,9891715306,1
"Central Warehouse, Kathmandu","Ward 4, Jawalakhel, Lalitpur",4693.44,online,foggy,9894732500,1
"Central Warehouse, Kathmandu","Ward 16, Main Road, Biratnagar",4440.58,cod,clear,9847205195,0
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",3623.5,prepaid,rainy,9810894591,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2909.84,online,normal,9821787399,0
"Central Warehouse, Kathmandu","Ward 25, Baneshwor, Kathmandu",3092.49,cod,extreme,9850203419,1
"Central Warehouse, Kathmandu","Ward 28, Lakeside, Pokhara",3091.92,online,normal,9818687836,0
"Central Warehouse, Kathmandu","Ward 32, Main Road, Biratnagar",1505.01,COD,rainy,9842573540,0
"Central Warehouse, Kathmandu","Ward 31, Thamel, Kathmandu",1643.23,COD,rainy,9827536199,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4549.76,online,foggy,9875282585,0
"Central Warehouse, Kathmandu","Ward 4, Thamel, Kathmandu",927.25,online,clear,9838856477,1
"Central Warehouse, Kathmandu","Ward 12, Jawalakhel, Lalitpur",415.34,prepaid,normal,9890485475,0
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",3669.37,prepaid,foggy,9851191090,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2714.29,COD,extreme,9813419709,0
"Central Warehouse, Kathmandu","Ward 22, Patan Durbar Square, Lalitpur",1526.85,cod,rainy,9844353477,1
"Central Warehouse, Kathmandu","Ward 15, Baneshwor, Kathmandu",1070.96,cod,clear,9876343244,0
"Central Warehouse, Kathmandu","Ward 6, Baneshwor, Kathmandu",968.65,COD,foggy,9873070814,0
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",2454.16,cod,normal,9878011152,0
"Central Warehouse, Kathmandu","Ward 4, Baneshwor, Kathmandu",3903.01,cod,clear,9840857513,0
"Central Warehouse, Kathmandu","Ward 2, Thamel, Kathmandu",4390.94,prepaid,normal,9875265663,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",4804.33,online,extreme,9861841902,0
"Central Warehouse, Kathmandu","Ward 24, Jawalakhel, Lalitpur",2127.23,prepaid,normal,9889250032,0
"Central Warehouse, Kathmandu","Ward 28, Main Road, Biratnagar",342.68,prepaid,normal,9826355820,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4054.36,prepaid,foggy,9811402442,1
"Central Warehouse, Kathmandu","Ward 26, Durbar Square, Bhaktapur",794.59,COD,rainy,9865294190,0
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",2723.31,COD,normal,9890402414,0
"Central Warehouse, Kathmandu","Ward 28, Durbar Square, Bhaktapur",4685.71,prepaid,clear,9854672485,0
"Central Warehouse, Kathmandu","Ward 25, Baneshwor, Kathmandu",1904.73,prepaid,normal,9812795222,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4837.58,prepaid,foggy,9826454850,1
"Central Warehouse, Kathmandu","Ward 30, Thamel, Kathmandu",690.49,cod,clear,9897258533,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1435.06,prepaid,extreme,9857807889,0
"Central Warehouse, Kathmandu","Ward 17, Lakeside, Pokhara",797.29,prepaid,extreme,9847362885,1
"Central Warehouse, Kathmandu","Ward 15, Durbar Square, Bhaktapur",2651.79,cod,clear,9866740123,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",394.96,prepaid,normal,9843210575,0
"Central Warehouse, Kathmandu","Ward 27, Thamel, Kathmandu",4690.89,prepaid,normal,9888231067,0
"Central Warehouse, Kathmandu","Ward 26, Main Road, Biratnagar",3001.45,prepaid,rainy,9858649613,1
"Central Warehouse, Kathmandu","Ward 18, Jawalakhel, Lalitpur",3059.74,online,extreme,9840457407,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",3531.94,prepaid,rainy,9886696713,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4385.25,cod,extreme,9833390438,1
"Central Warehouse, Kathmandu","Ward 16, Main Road, Biratnagar",3345.42,prepaid,normal,9845306271,0
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",822.7,COD,extreme,9857788073,0
"Central Warehouse, Kathmandu","Ward 19, Baneshwor, Kathmandu",1639.08,online,extreme,9821211929,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3850.1,online,foggy,9899147026,1
"Central Warehouse, Kathmandu","Ward 11, Baneshwor, Kathmandu",1018.49,prepaid,clear,9882749268,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3989.38,COD,rainy,9832028889,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",2202.98,prepaid,clear,9812890420,1
"Central Warehouse, Kathmandu","Ward 28, Durbar Square, Bhaktapur",4555.02,cod,normal,9867332763,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",749.99,online,clear,9855410175,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3734.7,online,foggy,9834279291,0
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",1295.68,cod,rainy,9840358862,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",1461.75,COD,foggy,9860476855,1
"Central Warehouse, Kathmandu","Ward 2, Jawalakhel, Lalitpur",3522.92,prepaid,rainy,9845395221,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3788.14,prepaid,foggy,9888612002,0
"Central Warehouse, Kathmandu","Ward 27, Jawalakhel, Lalitpur",4111.17,COD,foggy,9818937300,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4643.33,prepaid,extreme,9887473535,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",241.12,online,rainy,9860544867,0
"Central Warehouse, Kathmandu","Ward 12, Durbar Square, Bhaktapur",865.45,cod,extreme,9814988957,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3497.28,cod,normal,9821937951,1
"Central Warehouse, Kathmandu","Ward 28, Patan Durbar Square, Lalitpur",880.97,online,normal,9820244257,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2797.11,cod,normal,9865594951,0
"Central Warehouse, Kathmandu","Ward 23, Baneshwor, Kathmandu",2583.29,cod,foggy,9831699091,1
"Central Warehouse, Kathmandu","Ward 23, Main Road, Biratnagar",1093.0,COD,rainy,9869751025,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",1952.54,cod,foggy,9872275221,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",974.85,cod,foggy,9893466195,0
"Central Warehouse, Kathmandu","Ward 25, Thamel, Kathmandu",2305.74,prepaid,rainy,9867279337,1
"Central Warehouse, Kathmandu","Ward 16, Baneshwor, Kathmandu",2239.08,cod,normal,9848649697,1
"Central Warehouse, Kathmandu","Ward 27, Durbar Square, Bhaktapur",3680.36,cod,normal,9875862256,0
"Central Warehouse, Kathmandu","Ward 13, Thamel, Kathmandu",141.94,prepaid,foggy,9895662525,1
"Central Warehouse, Kathmandu","Ward 11, Patan Durbar Square, Lalitpur",4184.07,online,clear,9874759371,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",976.49,COD,rainy,9839777490,0
"Central Warehouse, Kathmandu","Ward 26, Baneshwor, Kathmandu",2366.51,cod,normal,9826474244,0
"Central Warehouse, Kathmandu","Ward 3, Patan Durbar Square, Lalitpur",3682.55,COD,foggy,9861760448,0
"Central Warehouse, Kathmandu","Ward 13, Main Road, Biratnagar",916.79,online,rainy,9849842855,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",1268.17,prepaid,normal,9859899528,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",684.27,online,rainy,9819739895,0
"Central Warehouse, Kathmandu","Ward 3, Lakeside, Pokhara",2883.32,online,normal,9828828192,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4158.28,cod,rainy,9822536252,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2929.1,cod,extreme,9816371550,0
"Central Warehouse, Kathmandu","Ward 2, Jawalakhel, Lalitpur",4861.7,prepaid,clear,9898145391,1
"Central Warehouse, Kathmandu","Ward 11, Patan Durbar Square, Lalitpur",2285.92,cod,extreme,9868274699,1
"Central Warehouse, Kathmandu","Ward 13, Baneshwor, Kathmandu",2177.65,prepaid,clear,9811621927,0
"Central Warehouse, Kathmandu","Ward 5, Durbar Square, Bhaktapur",1550.21,COD,rainy,9847855417,1
"Central Warehouse, Kathmandu","Ward 23, Baneshwor, Kathmandu",2184.36,online,normal,9833197009,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",3480.54,prepaid,rainy,9846565837,0
"Central Warehouse, Kathmandu","Ward 22, Baneshwor, Kathmandu",4175.51,prepaid,extreme,9865449720,0
"Central Warehouse, Kathmandu","Ward 31, Patan Durbar Square, Lalitpur",2365.74,cod,rainy,9844659320,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",4571.91,cod,rainy,9894341905,0
"Central Warehouse, Kathmandu","Ward 6, Baneshwor, Kathmandu",3276.49,cod,rainy,9886461736,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2157.16,COD,rainy,9865150902,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3811.37,prepaid,clear,9857065434,0
"Central Warehouse, Kathmandu","Ward 7, Durbar Square, Bhaktapur",4408.83,cod,rainy,9821939749,1
"Central Warehouse, Kathmandu","Ward 25, Main Road, Biratnagar",3115.75,COD,extreme,9895866573,1
"Central Warehouse, Kathmandu","Ward 23, Lakeside, Pokhara",4027.92,cod,clear,9812365088,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3458.62,online,normal,9810618594,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",1635.36,COD,foggy,9851829818,1
"Central Warehouse, Kathmandu","Ward 29, Thamel, Kathmandu",1351.55,online,clear,9892645654,0
"Central Warehouse, Kathmandu","Ward 16, Main Road, Biratnagar",4230.52,COD,extreme,9885238823,1
"Central Warehouse, Kathmandu","Ward 27, Baneshwor, Kathmandu",4523.48,online,rainy,9814962593,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1362.7,COD,foggy,9873396437,1
"Central Warehouse, Kathmandu","Ward 9, Baneshwor, Kathmandu",3617.35,cod,clear,9869623240,1
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",1676.35,cod,rainy,9852054760,0
"Central Warehouse, Kathmandu","Ward 22, Jawalakhel, Lalitpur",2048.11,prepaid,normal,9875538059,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",3093.01,prepaid,clear,9851869199,0
"Central Warehouse, Kathmandu","Ward 10, Main Road, Biratnagar",2721.41,COD,normal,9898326873,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1347.31,COD,foggy,9835634702,1
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",2147.2,cod,clear,9838841814,0
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",301.26,COD,normal,9873254926,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",279.34,COD,foggy,9889245057,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4521.06,cod,extreme,9855131679,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4428.74,prepaid,foggy,9819304550,0
"Central Warehouse, Kathmandu","Ward 31, Baneshwor, Kathmandu",2812.34,cod,foggy,9820461697,1
"Central Warehouse, Kathmandu","Ward 10, Jawalakhel, Lalitpur",3477.49,online,extreme,9826697712,1
"Central Warehouse, Kathmandu","Ward 2, Durbar Square, Bhaktapur",674.88,cod,normal,9858534683,0
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",4754.93,prepaid,rainy,9868303939,0
"Central Warehouse, Kathmandu","Ward 25, Main Road, Biratnagar",601.35,cod,foggy,9823625935,1
"Central Warehouse, Kathmandu","Ward 21, Main Road, Biratnagar",696.41,cod,clear,9824843210,1
"Central Warehouse, Kathmandu","Ward 16, Baneshwor, Kathmandu",4024.83,online,rainy,9825560603,1
"Central Warehouse, Kathmandu","Ward 24, Lakeside, Pokhara",2823.46,COD,normal,9830883293,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1729.51,COD,foggy,9827489141,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1442.85,cod,foggy,9859800799,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4378.02,prepaid,clear,9899145182,1
"Central Warehouse, Kathmandu","Ward 4, Patan Durbar Square, Lalitpur",3428.43,cod,extreme,9819367313,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3154.66,prepaid,rainy,9823164881,0
"Central Warehouse, Kathmandu","Ward 17, Durbar Square, Bhaktapur",1453.81,prepaid,rainy,9830628329,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",533.86,online,rainy,9885551530,0
"Central Warehouse, Kathmandu","Ward 1, Baneshwor, Kathmandu",1708.48,online,normal,9896797534,0
"Central Warehouse, Kathmandu","Ward 3, Thamel, Kathmandu",4522.87,cod,rainy,9835893620,0
"Central Warehouse, Kathmandu","Ward 8, Lakeside, Pokhara",4263.34,COD,normal,9816844907,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2906.52,cod,rainy,9851660423,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4902.95,prepaid,normal,9819721312,0
"Central Warehouse, Kathmandu","Ward 25, Baneshwor, Kathmandu",857.42,cod,normal,9877107970,1
"Central Warehouse, Kathmandu","Ward 28, Lakeside, Pokhara",774.32,prepaid,clear,9869970980,1
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",1475.82,online,extreme,9817806813,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",3255.7,COD,foggy,9880403849,0
"Central Warehouse, Kathmandu","Ward 6, Durbar Square, Bhaktapur",346.89,cod,foggy,9867662381,1
"Central Warehouse, Kathmandu","Ward 21, Durbar Square, Bhaktapur",3959.62,prepaid,foggy,9825157167,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1245.68,online,rainy,9855770814,0
"Central Warehouse, Kathmandu","Ward 15, Thamel, Kathmandu",2189.87,online,rainy,9842078847,0
"Central Warehouse, Kathmandu","Ward 9, Main Road, Biratnagar",2188.89,COD,normal,9858798166,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",3899.02,online,extreme,9863587333,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2159.61,online,extreme,9889988312,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1864.39,cod,normal,9864498537,0
"Central Warehouse, Kathmandu","Ward 17, Thamel, Kathmandu",4924.51,cod,rainy,9878657472,1
"Central Warehouse, Kathmandu","Ward 19, Jawalakhel, Lalitpur",4478.48,prepaid,rainy,9888147282,0
"Central Warehouse, Kathmandu","Ward 7, Baneshwor, Kathmandu",3356.13,cod,foggy,9812617404,1
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3244.32,prepaid,normal,9858904677,0
"Central Warehouse, Kathmandu","Lakeside, Pokhara",4106.91,online,normal,9851523402,0
"Central Warehouse, Kathmandu","Ward 32, Lakeside, Pokhara",1871.62,COD,foggy,9835760127,0
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",2385.23,cod,extreme,9886867751,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1124.47,online,extreme,9839743663,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",2889.98,online,normal,9844901681,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",2767.81,prepaid,rainy,9821742939,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",419.94,cod,normal,9818725220,0
"Central Warehouse, Kathmandu","Ward 14, Lakeside, Pokhara",3615.39,online,normal,9853240347,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3822.93,cod,foggy,9868801550,1
"Central Warehouse, Kathmandu","Ward 29, Patan Durbar Square, Lalitpur",2668.04,cod,rainy,9891761692,1
"Central Warehouse, Kathmandu","Ward 17, Patan Durbar Square, Lalitpur",2342.78,prepaid,normal,9869587550,0
"Central Warehouse, Kathmandu","Ward 4, Lakeside, Pokhara",2527.24,COD,normal,9872868060,1
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4473.07,online,rainy,9822364313,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4665.75,cod,extreme,9837016154,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2148.17,cod,rainy,9838799276,0
"Central Warehouse, Kathmandu","Ward 24, Patan Durbar Square, Lalitpur",4359.74,prepaid,extreme,9872419348,0
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",146.23,prepaid,rainy,9832746361,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1269.94,online,extreme,9862774896,1
"Central Warehouse, Kathmandu","Ward 5, Patan Durbar Square, Lalitpur",4155.84,COD,clear,9871152960,0
"Central Warehouse, Kathmandu","Ward 18, Baneshwor, Kathmandu",4445.22,online,rainy,9853637189,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",1290.33,prepaid,rainy,9885129917,0
"Central Warehouse, Kathmandu","Ward 25, Patan Durbar Square, Lalitpur",4662.77,prepaid,rainy,9848845743,1
"Central Warehouse, Kathmandu","Ward 1, Main Road, Biratnagar",3326.56,COD,extreme,9849313499,0
"Central Warehouse, Kathmandu","Ward 3, Baneshwor, Kathmandu",4843.28,COD,clear,9827624232,1
"Central Warehouse, Kathmandu","Thamel, Kathmandu",271.74,cod,rainy,9815996484,1
"Central Warehouse, Kathmandu","Ward 9, Jawalakhel, Lalitpur",4603.09,cod,normal,9867219678,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",1395.29,online,rainy,9866555630,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",196.35,online,normal,9871435771,1
"Central Warehouse, Kathmandu","Ward 12, Thamel, Kathmandu",506.67,cod,clear,9851904707,1
"Central Warehouse, Kathmandu","Ward 3, Baneshwor, Kathmandu",1131.03,prepaid,extreme,9879066584,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2484.72,COD,clear,9816070097,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2638.9,COD,extreme,9818283221,1
"Central Warehouse, Kathmandu","Ward 7, Jawalakhel, Lalitpur",2046.46,online,rainy,9887123777,0
"Central Warehouse, Kathmandu","Ward 24, Main Road, Biratnagar",3914.0,cod,normal,9898705226,1
"Central Warehouse, Kathmandu","Ward 21, Thamel, Kathmandu",4508.81,cod,normal,9844958487,1
"Central Warehouse, Kathmandu","Ward 4, Thamel, Kathmandu",2786.72,COD,extreme,9858670584,0
"Central Warehouse, Kathmandu","Ward 17, Durbar Square, Bhaktapur",2505.63,COD,rainy,9863187654,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",1596.69,online,rainy,9877164160,0
"Central Warehouse, Kathmandu","Ward 3, Durbar Square, Bhaktapur",3797.68,prepaid,extreme,9834533313,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",2858.46,online,extreme,9891447646,0
"Central Warehouse, Kathmandu","Ward 21, Thamel, Kathmandu",439.52,COD,clear,9816523875,0
"Central Warehouse, Kathmandu","Thamel, Kathmandu",4924.76,cod,extreme,9848374904,0
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",2939.81,prepaid,foggy,9880095991,1
"Central Warehouse, Kathmandu","Ward 30, Durbar Square, Bhaktapur",2515.24,COD,normal,9834529746,0
"Central Warehouse, Kathmandu","Ward 6, Lakeside, Pokhara",755.4,online,clear,9814802717,0
"Central Warehouse, Kathmandu","Ward 25, Durbar Square, Bhaktapur",1975.04,cod,clear,9892812079,0
"Central Warehouse, Kathmandu","Ward 23, Patan Durbar Square, Lalitpur",4244.51,online,foggy,9861675343,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2243.95,COD,extreme,9872557661,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4339.66,prepaid,clear,9854208874,0
"Central Warehouse, Kathmandu","Ward 11, Lakeside, Pokhara",2500.01,cod,clear,9850644648,0
"Central Warehouse, Kathmandu","Ward 19, Durbar Square, Bhaktapur",4707.72,prepaid,rainy,9852572681,0
"Central Warehouse, Kathmandu","Ward 23, Jawalakhel, Lalitpur",1690.66,prepaid,normal,9830946759,0
"Central Warehouse, Kathmandu","Ward 5, Jawalakhel, Lalitpur",3366.43,online,normal,9832867772,1
"Central Warehouse, Kathmandu","Ward 8, Jawalakhel, Lalitpur",233.35,COD,extreme,9821550881,0
"Central Warehouse, Kathmandu","Ward 8, Thamel, Kathmandu",3816.2,prepaid,extreme,9843639377,0
"Central Warehouse, Kathmandu","Ward 14, Patan Durbar Square, Lalitpur",2612.81,cod,foggy,9864729095,0
"Central Warehouse, Kathmandu","Ward 5, Lakeside, Pokhara",1084.93,cod,extreme,9884382225,1
"Central Warehouse, Kathmandu","Ward 18, Main Road, Biratnagar",1584.52,cod,foggy,9874414399,1
"Central Warehouse, Kathmandu","Ward 32, Lakeside, Pokhara",1493.2,online,extreme,9873201575,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",3107.93,COD,foggy,9875522311,1
"Central Warehouse, Kathmandu","Ward 19, Patan Durbar Square, Lalitpur",1813.59,prepaid,normal,9889452563,0
"Central Warehouse, Kathmandu","Ward 29, Lakeside, Pokhara",1775.2,COD,rainy,9837969306,1
"Central Warehouse, Kathmandu","Ward 32, Baneshwor, Kathmandu",700.89,cod,clear,9870997847,0
"Central Warehouse, Kathmandu","Ward 21, Thamel, Kathmandu",2793.16,cod,rainy,9890653302,0
"Central Warehouse, Kathmandu","Ward 9, Durbar Square, Bhaktapur",3037.46,cod,rainy,9844179368,1
"Central Warehouse, Kathmandu","Ward 32, Patan Durbar Square, Lalitpur",3310.9,prepaid,extreme,9813876062,0
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",2005.9,prepaid,extreme,9846365966,1
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",2972.32,cod,extreme,9818418132,0
"Central Warehouse, Kathmandu","Ward 1, Thamel, Kathmandu",1200.14,cod,foggy,9844453685,0
"Central Warehouse, Kathmandu","Ward 15, Jawalakhel, Lalitpur",4385.96,online,foggy,9892654033,1
"Central Warehouse, Kathmandu","Ward 29, Thamel, Kathmandu",2237.16,prepaid,normal,9851580137,0
"Central Warehouse, Kathmandu","Ward 12, Lakeside, Pokhara",830.79,prepaid,extreme,9861214945,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",1529.42,COD,extreme,9867374949,0
"Central Warehouse, Kathmandu","Ward 20, Main Road, Biratnagar",440.83,online,clear,9820790827,0
"Central Warehouse, Kathmandu","Ward 20, Thamel, Kathmandu",4159.12,prepaid,foggy,9823509155,1
"Central Warehouse, Kathmandu","Ward 30, Lakeside, Pokhara",254.26,prepaid,rainy,9892480851,1
"Central Warehouse, Kathmandu","Patan Durbar Square, Lalitpur",4880.9,online,rainy,9846959584,0
"Central Warehouse, Kathmandu","Baneshwor, Kathmandu",4460.86,online,foggy,9811236615,0
"Central Warehouse, Kathmandu","Main Road, Biratnagar",4216.95,prepaid,rainy,9839740527,0
"Central Warehouse, Kathmandu","Ward 23, Main Road, Biratnagar",811.89,prepaid,clear,9842822763,0
"Central Warehouse, Kathmandu","Ward 14, Patan Durbar Square, Lalitpur",310.74,COD,clear,9875450675,1
"Central Warehouse, Kathmandu","Ward 19, Thamel, Kathmandu",4408.97,online,rainy,9855468513,0
"Central Warehouse, Kathmandu","Durbar Square, Bhaktapur",3441.8,prepaid,foggy,9857307244,1
"Central Warehouse, Kathmandu","Lakeside, Pokhara",958.01,cod,extreme,9812657738,0
"Central Warehouse, Kathmandu","Ward 5, Baneshwor, Kathmandu",4422.03,prepaid,rainy,9851581785,1
"Central Warehouse, Kathmandu","Ward 6, Main Road, Biratnagar",3521.69,prepaid,foggy,9870259941,0
"Central Warehouse, Kathmandu","Ward 28, Baneshwor, Kathmandu",2141.83,online,rainy,9822652150,0
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",3966.92,online,rainy,9843807362,0
"Central Warehouse, Kathmandu","Ward 4, Lakeside, Pokhara",4785.69,online,foggy,9840388859,0
"Central Warehouse, Kathmandu","Ward 31, Lakeside, Pokhara",758.82,COD,normal,9821519487,0
"Central Warehouse, Kathmandu","Ward 27, Lakeside, Pokhara",3238.49,online,normal,9831423161,0
"Central Warehouse, Kathmandu","Ward 26, Jawalakhel, Lalitpur",3458.24,cod,rainy,9846671787,1
"Central Warehouse, Kathmandu","Ward 10, Jawalakhel, Lalitpur",4013.25,COD,clear,9857871130,1
"Central Warehouse, Kathmandu","Jawalakhel, Lalitpur",4568.68,cod,extreme,9868024952,0
"Central Warehouse, Kathmandu","Ward 25, Main Road, Biratnagar",4362.71,prepaid,clear,9872849582,0
"Central Warehouse, Kathmandu","Ward 11, Main Road, Biratnagar",1563.48,online,normal,9866483326,0
"Central Warehouse, Kathmandu","Ward 19, Main Road, Biratnagar",3230.91,prepaid,extreme,9841742919,0
